CCC_CODE,BASE_CLASS,CONN_PHASE,MET_STATUS,DIS_STAT,CON_TYPE,TYPE,COUNT,UNIT
3152201,I,3,HEALTHY,TD  ,I  ,2.0_norm   ,2,0
3152201,I,3,HEALTHY,Live,I  ,3.0_adv    ,3,0
3152201,I,3,HEALTHY,Live,I  ,5.100_count,27,1338
3152201,I,3,HEALTHY,Live,I  ,7.500_count,45,10429
3152201,I,3,HEALTHY,Live,I  ,HEALTHY_OTH,47,97608
3152202,C,1,DEF    ,Live,C  ,11_count   ,2,10
3152202,C,1,HEALTHY,Live,C  ,2.0_norm   ,107,0
3152202,C,1,HEALTHY,Live,C  ,3.0_adv    ,2,0
3152202,C,1,HEALTHY,Live,C  ,5.11_count ,52,263
3152202,C,1,HEALTHY,PD  ,C  ,5.11_count ,1,2
3152202,C,1,DEF    ,Live,C  ,50_count   ,2,60
3152202,C,1,HEALTHY,Live,C  ,7.25_count ,52,919
3152202,C,1,HEALTHY,Live,OTH,7.25_count ,1,22
3152202,C,1,DEF    ,Live,C  ,DEF_OTH    ,6,1001
3152202,C,1,DEF    ,Live,OTH,DEF_OTH    ,1,529
3152202,C,1,HEALTHY,Live,C  ,HEALTHY_OTH,568,183721
3152202,C,1,HEALTHY,Live,OTH,HEALTHY_OTH,4,874
3152202,C,1,HEALTHY,Live,C  ,,1,224
3152202,C,3,DEF    ,Live,C  ,100_count  ,1,17
3152202,C,3,HEALTHY,Live,C  ,2.0_norm   ,2,0
3152202,C,3,HEALTHY,Live,C  ,5.100_count,3,148
3152202,C,3,HEALTHY,Live,C  ,7.500_count,5,1389
3152202,C,3,HEALTHY,Live,C  ,HEALTHY_OTH,28,115124
3152202,C,3,HEALTHY,PD  ,C  ,HEALTHY_OTH,1,4344
3152202,C,3,HEALTHY,Live,OTH,HEALTHY_OTH,2,1386
3152202,D,1,DEF    ,Live,D  ,11_count   ,5,25
3152202,D,1,HEALTHY,Live,D  ,2.0_norm   ,275,0
3152202,D,1,HEALTHY,TD  ,D  ,2.0_norm   ,1,0
3152202,D,1,DEF    ,Live,D  ,25_count   ,2,34
3152202,D,1,HEALTHY,Live,D  ,3.0_adv    ,15,0
3152202,D,1,HEALTHY,Live,D  ,5.11_count ,140,582
3152202,D,1,HEALTHY,PD  ,D  ,5.11_count ,1,6
3152202,D,1,DEF    ,Live,D  ,50_count   ,2,60
3152202,D,1,HEALTHY,Live,D  ,7.25_count ,122,2105
3152202,D,1,DEF    ,Live,D  ,DEF_OTH    ,85,34721
3152202,D,1,DEF    ,PD  ,D  ,DEF_OTH    ,1,413
3152202,D,1,HEALTHY,Live,D  ,HEALTHY_OTH,6315,2382575
3152202,D,1,HEALTHY,PD  ,D  ,HEALTHY_OTH,1,3987
3152202,D,1,DEF    ,PD  ,D  ,,1,0
3152202,D,1,HEALTHY,Live,D  ,,13,7833
3152202,D,1,HEALTHY,PD  ,D  ,,2,204
3152202,D,3,DEF    ,Live,D  ,,1,228
3152202,D,3,HEALTHY,Live,D  ,,62,56974
3152202,I,1,HEALTHY,Live,I  ,,2,5188
3152202,I,3,HEALTHY,Live,I  ,2.0_norm   ,1,0
3152202,I,3,HEALTHY,Live,I  ,5.100_count,17,857
3152202,I,3,HEALTHY,Live,I  ,7.500_count,23,4579
3152202,I,3,HEALTHY,Live,I  ,HEALTHY_OTH,27,61289
3152202,I,3,HEALTHY,Live,I  ,,1,13
3152203,C,1,HEALTHY,DD  ,C  ,2.0_norm   ,3,0
3152203,C,1,HEALTHY,Live,C  ,2.0_norm   ,85,0
3152203,C,1,HEALTHY,TD  ,C  ,2.0_norm   ,11,0
3152203,C,1,HEALTHY,Live,OTH,2.0_norm   ,4,0
3152203,C,1,HEALTHY,Live,C  ,3.0_adv    ,11,0
3152203,C,1,HEALTHY,TD  ,C  ,3.0_adv    ,1,0
3152203,C,1,HEALTHY,DD  ,C  ,4.0_temp   ,2,0
3152203,C,1,HEALTHY,TD  ,C  ,4.0_temp   ,7,0
3152203,C,1,HEALTHY,Live,C  ,5.11_count ,46,209
3152203,C,1,HEALTHY,TD  ,C  ,5.11_count ,1,1
3152203,C,1,DEF    ,Live,C  ,50_count   ,1,39
3152203,C,1,HEALTHY,Live,C  ,7.25_count ,48,868
3152203,C,1,DEF    ,Live,C  ,DEF_OTH    ,1,51
3152203,C,1,DEF    ,TD  ,C  ,DEF_OTH    ,1,92
3152203,C,1,HEALTHY,Live,C  ,HEALTHY_OTH,559,143581
3152203,C,1,HEALTHY,TD  ,C  ,HEALTHY_OTH,7,1223
3152203,C,1,HEALTHY,Live,OTH,HEALTHY_OTH,3,2037
3152203,C,3,HEALTHY,Live,C  ,2.0_norm   ,1,0
3152203,C,3,HEALTHY,Live,C  ,5.100_count,3,17
3152203,C,3,HEALTHY,Live,C  ,7.500_count,3,1382
3152203,C,3,HEALTHY,Live,C  ,HEALTHY_OTH,13,66414
3152203,C,3,HEALTHY,Live,OTH,HEALTHY_OTH,4,88913
3152203,D,1,DEF    ,Live,D  ,11_count   ,1,1
3152203,D,1,HEALTHY,DD  ,D  ,2.0_norm   ,1,0
3152203,D,1,HEALTHY,Live,D  ,2.0_norm   ,135,0
3152203,D,1,HEALTHY,TD  ,D  ,2.0_norm   ,9,0
3152203,D,1,HEALTHY,Live,D  ,3.0_adv    ,31,0
3152203,D,1,HEALTHY,TD  ,D  ,4.0_temp   ,14,0
3152203,D,1,HEALTHY,Live,D  ,5.11_count ,84,382
3152203,D,1,HEALTHY,TD  ,D  ,5.11_count ,7,7
3152203,D,1,DEF    ,Live,D  ,50_count   ,2,64
3152203,D,1,HEALTHY,Live,D  ,7.25_count ,55,940
3152203,D,1,DEF    ,Live,D  ,DEF_OTH    ,22,10016
3152203,D,1,HEALTHY,Live,D  ,HEALTHY_OTH,4321,1656411
3152203,D,1,HEALTHY,TD  ,D  ,HEALTHY_OTH,13,3161
3152203,D,1,HEALTHY,Live,D  ,,3,6171
3152203,D,3,HEALTHY,Live,D  ,,23,19726
3152203,I,1,HEALTHY,TD  ,I  ,,1,0
3152203,I,3,HEALTHY,Live,I  ,2.0_norm   ,1,0
3152203,I,3,HEALTHY,DD  ,I  ,4.0_temp   ,1,0
3152203,I,3,HEALTHY,Live,I  ,5.100_count,1,56
3152203,I,3,HEALTHY,Live,I  ,7.500_count,10,3342
3152203,I,3,HEALTHY,Live,I  ,HEALTHY_OTH,26,68444
3152203,I,3,HEALTHY,Live,OTH,HEALTHY_OTH,1,4450
3152206,C,1,DEF    ,Live,C  ,11_count   ,5,41
3152206,C,1,HEALTHY,DD  ,C  ,2.0_norm   ,1,0
3152206,C,1,HEALTHY,Live,C  ,2.0_norm   ,67,0
3152206,C,1,HEALTHY,TD  ,C  ,2.0_norm   ,3,0
3152206,C,1,HEALTHY,Live,OTH,2.0_norm   ,1,0
3152206,C,1,DEF    ,Live,C  ,25_count   ,1,23
3152206,C,1,HEALTHY,DD  ,C  ,4.0_temp   ,1,0
3152206,C,1,HEALTHY,TD  ,C  ,4.0_temp   ,5,0
3152206,C,1,HEALTHY,Live,C  ,5.11_count ,16,94
3152206,C,1,DEF    ,Live,C  ,50_count   ,3,110
3152206,C,1,HEALTHY,Live,C  ,7.25_count ,43,829
3152206,C,1,HEALTHY,PD  ,C  ,7.25_count ,1,20
3152206,C,1,DEF    ,Live,C  ,DEF_OTH    ,16,3013
3152206,C,1,HEALTHY,Live,C  ,HEALTHY_OTH,408,122457
3152206,C,1,HEALTHY,PD  ,C  ,HEALTHY_OTH,1,264
3152206,C,1,HEALTHY,TD  ,C  ,HEALTHY_OTH,1,885
3152206,C,1,HEALTHY,TD  ,C  ,,1,0
3152206,C,3,HEALTHY,Live,C  ,2.0_norm   ,4,0
3152206,C,3,HEALTHY,TD  ,C  ,2.0_norm   ,1,0
3152206,C,3,HEALTHY,Live,C  ,5.100_count,7,462
3152206,C,3,HEALTHY,Live,C  ,7.500_count,10,1996
3152206,C,3,HEALTHY,Live,C  ,HEALTHY_OTH,15,103496
3152206,D,1,DEF    ,Live,D  ,11_count   ,9,35
3152206,D,1,HEALTHY,DD  ,D  ,2.0_norm   ,5,0
3152206,D,1,HEALTHY,Live,D  ,2.0_norm   ,259,0
3152206,D,1,HEALTHY,PD  ,D  ,2.0_norm   ,1,0
3152206,D,1,HEALTHY,TD  ,D  ,2.0_norm   ,18,0
3152206,D,1,DEF    ,Live,D  ,25_count   ,9,158
3152206,D,1,HEALTHY,DD  ,D  ,4.0_temp   ,2,0
3152206,D,1,HEALTHY,Live,D  ,4.0_temp   ,1,0
3152206,D,1,HEALTHY,TD  ,D  ,4.0_temp   ,12,0
3152206,D,1,HEALTHY,Live,D  ,5.11_count ,55,301
3152206,D,1,HEALTHY,TD  ,D  ,5.11_count ,1,9
3152206,D,1,DEF    ,Live,D  ,50_count   ,18,737
3152206,D,1,HEALTHY,Live,D  ,7.25_count ,78,1407
3152206,D,1,HEALTHY,TD  ,D  ,7.25_count ,1,14
3152206,D,1,DEF    ,Live,D  ,DEF_OTH    ,367,84732
3152206,D,1,DEF    ,TD  ,D  ,DEF_OTH    ,1,52
3152206,D,1,HEALTHY,Live,D  ,HEALTHY_OTH,5598,1535935
3152206,D,1,HEALTHY,TD  ,D  ,HEALTHY_OTH,8,1134
3152206,D,1,HEALTHY,Live,D  ,,7,10030
3152206,D,3,DEF    ,Live,D  ,,1,180
3152206,D,3,HEALTHY,Live,D  ,,3,1019
3152206,I,1,HEALTHY,Live,I  ,,5,28833
3152206,I,3,HEALTHY,DD  ,I  ,2.0_norm   ,1,0
3152206,I,3,HEALTHY,Live,I  ,2.0_norm   ,29,0
3152206,I,3,HEALTHY,PD  ,I  ,2.0_norm   ,1,0
3152206,I,3,HEALTHY,TD  ,I  ,2.0_norm   ,2,0
3152206,I,3,HEALTHY,Live,I  ,5.100_count,35,1612
3152206,I,3,HEALTHY,Live,I  ,7.500_count,103,28564
3152206,I,3,HEALTHY,Live,I  ,HEALTHY_OTH,318,1397390
3152206,I,3,HEALTHY,Live,OTH,HEALTHY_OTH,1,8551
3152206,I,3,DEF    ,Live,I  ,,2,10318
3152206,I,3,HEALTHY,Live,I  ,,1,1177
3152301,C,1,DEF    ,Live,C  ,11_count   ,2,7
3152301,C,1,HEALTHY,Live,C  ,2.0_norm   ,95,0
3152301,C,1,HEALTHY,PD  ,C  ,2.0_norm   ,1,0
3152301,C,1,HEALTHY,TD  ,C  ,2.0_norm   ,1,0
3152301,C,1,HEALTHY,Live,C  ,4.0_temp   ,1,0
3152301,C,1,HEALTHY,TD  ,C  ,4.0_temp   ,3,0
3152301,C,1,HEALTHY,Live,C  ,5.11_count ,48,226
3152301,C,1,HEALTHY,Live,C  ,7.25_count ,39,713
3152301,C,1,DEF    ,Live,C  ,DEF_OTH    ,2,348
3152301,C,1,HEALTHY,Live,C  ,HEALTHY_OTH,408,103653
3152301,C,1,HEALTHY,PD  ,C  ,HEALTHY_OTH,2,1209
3152301,C,1,DEF    ,Live,C  ,,1,1948
3152301,C,3,HEALTHY,Live,C  ,2.0_norm   ,3,0
3152301,C,3,HEALTHY,Live,C  ,5.100_count,6,270
3152301,C,3,HEALTHY,Live,C  ,7.500_count,3,996
3152301,C,3,HEALTHY,Live,C  ,HEALTHY_OTH,17,59105
3152301,D,1,DEF    ,Live,D  ,11_count   ,7,15
3152301,D,1,HEALTHY,DD  ,D  ,2.0_norm   ,1,0
3152301,D,1,HEALTHY,Live,D  ,2.0_norm   ,194,0
3152301,D,1,HEALTHY,PD  ,D  ,2.0_norm   ,5,0
3152301,D,1,HEALTHY,TD  ,D  ,2.0_norm   ,1,0
3152301,D,1,DEF    ,Live,D  ,25_count   ,2,44
3152301,D,1,HEALTHY,Live,D  ,3.0_adv    ,1,0
3152301,D,1,HEALTHY,DD  ,D  ,4.0_temp   ,3,0
3152301,D,1,HEALTHY,Live,D  ,4.0_temp   ,1,0
3152301,D,1,HEALTHY,TD  ,D  ,4.0_temp   ,3,0
3152301,D,1,HEALTHY,Live,D  ,5.11_count ,106,480
3152301,D,1,DEF    ,Live,D  ,50_count   ,3,115
3152301,D,1,HEALTHY,Live,D  ,7.25_count ,70,1275
3152301,D,1,DEF    ,Live,D  ,DEF_OTH    ,79,34619
3152301,D,1,HEALTHY,Live,D  ,HEALTHY_OTH,4672,1996385
3152301,D,1,HEALTHY,PD  ,D  ,HEALTHY_OTH,3,1012
3152301,D,1,HEALTHY,Live,OTH,HEALTHY_OTH,1,681
3152301,D,1,HEALTHY,Live,D  ,,7,2467
3152301,D,3,HEALTHY,Live,D  ,,44,28168
3152301,D,3,HEALTHY,Live,OTH,,1,547
3152301,I,3,HEALTHY,Live,I  ,2.0_norm   ,1,0
3152301,I,3,HEALTHY,TD  ,I  ,4.0_temp   ,2,0
3152301,I,3,HEALTHY,Live,I  ,5.100_count,5,188
3152301,I,3,HEALTHY,Live,I  ,7.500_count,11,2520
3152301,I,3,HEALTHY,Live,I  ,HEALTHY_OTH,10,21916
3152302,C,1,DEF    ,Live,C  ,11_count   ,3,26
3152302,C,1,HEALTHY,Live,C  ,2.0_norm   ,84,0
3152302,C,1,HEALTHY,PD  ,C  ,2.0_norm   ,2,0
3152302,C,1,HEALTHY,TD  ,C  ,2.0_norm   ,5,0
3152302,C,1,HEALTHY,Live,OTH,2.0_norm   ,1,0
3152302,C,1,DEF    ,Live,C  ,25_count   ,4,71
3152302,C,1,DEF    ,Live,OTH,25_count   ,1,18
3152302,C,1,HEALTHY,Live,C  ,3.0_adv    ,17,0
3152302,C,1,HEALTHY,Live,C  ,5.11_count ,50,243
3152302,C,1,HEALTHY,PD  ,C  ,5.11_count ,1,1
3152302,C,1,HEALTHY,Live,OTH,5.11_count ,1,6
3152302,C,1,DEF    ,Live,C  ,50_count   ,2,77
3152302,C,1,HEALTHY,Live,C  ,7.25_count ,57,1063
3152302,C,1,DEF    ,Live,C  ,DEF_OTH    ,24,5573
3152302,C,1,HEALTHY,Live,C  ,HEALTHY_OTH,623,167691
3152302,C,1,HEALTHY,PD  ,C  ,HEALTHY_OTH,1,700
3152302,C,1,HEALTHY,Live,OTH,HEALTHY_OTH,3,1736
3152302,C,1,HEALTHY,Live,C  ,,2,5256
3152302,C,3,HEALTHY,Live,C  ,2.0_norm   ,1,0
3152302,C,3,HEALTHY,TD  ,C  ,2.0_norm   ,1,0
3152302,C,3,HEALTHY,Live,C  ,3.0_adv    ,1,0
3152302,C,3,HEALTHY,Live,C  ,5.100_count,5,234
3152302,C,3,HEALTHY,Live,C  ,7.500_count,6,1943
3152302,C,3,HEALTHY,Live,C  ,HEALTHY_OTH,69,311041
3152302,C,3,DEF    ,Live,C  ,,2,4714
3152302,C,3,HEALTHY,Live,C  ,,1,2241
3152302,D,1,DEF    ,Live,D  ,11_count   ,8,44
3152302,D,1,HEALTHY,Live,D  ,2.0_norm   ,345,0
3152302,D,1,HEALTHY,PD  ,D  ,2.0_norm   ,1,0
3152302,D,1,HEALTHY,TD  ,D  ,2.0_norm   ,6,0
3152302,D,1,DEF    ,Live,D  ,25_count   ,8,131
3152302,D,1,HEALTHY,Live,D  ,3.0_adv    ,80,0
3152302,D,1,HEALTHY,Live,D  ,5.11_count ,136,683
3152302,D,1,DEF    ,Live,D  ,50_count   ,9,329
3152302,D,1,HEALTHY,Live,D  ,7.25_count ,124,2229
3152302,D,1,DEF    ,Live,D  ,DEF_OTH    ,403,131090
3152302,D,1,HEALTHY,Live,D  ,HEALTHY_OTH,11065,4046596
3152302,D,1,HEALTHY,TD  ,D  ,HEALTHY_OTH,5,1716
3152302,D,1,HEALTHY,Live,D  ,,7,6778
3152302,D,3,HEALTHY,Live,D  ,,38,32873
3152302,I,3,HEALTHY,Live,I  ,2.0_norm   ,1,0
3152302,I,3,HEALTHY,Live,I  ,3.0_adv    ,4,0
3152302,I,3,HEALTHY,Live,I  ,5.100_count,24,1144
3152302,I,3,HEALTHY,PD  ,I  ,5.100_count,1,9
3152302,I,3,HEALTHY,Live,I  ,7.500_count,49,11784
3152302,I,3,HEALTHY,Live,I  ,HEALTHY_OTH,67,217307
3152303,C,1,HEALTHY,Live,C  ,2.0_norm   ,87,0
3152303,C,1,HEALTHY,PD  ,C  ,2.0_norm   ,1,0
3152303,C,1,HEALTHY,TD  ,C  ,2.0_norm   ,4,0
3152303,C,1,HEALTHY,Live,OTH,2.0_norm   ,2,0
3152303,C,1,HEALTHY,PD  ,OTH,2.0_norm   ,1,0
3152303,C,1,HEALTHY,Live,C  ,3.0_adv    ,6,0
3152303,C,1,HEALTHY,Live,C  ,5.11_count ,33,168
3152303,C,1,HEALTHY,Live,C  ,7.25_count ,30,545
3152303,C,1,DEF    ,Live,C  ,DEF_OTH    ,9,2055
3152303,C,1,HEALTHY,Live,C  ,HEALTHY_OTH,351,90984
3152303,C,1,HEALTHY,PD  ,C  ,HEALTHY_OTH,1,2077
3152303,C,1,HEALTHY,Live,OTH,HEALTHY_OTH,2,613
3152303,C,1,HEALTHY,Live,C  ,,2,3843
3152303,C,3,HEALTHY,Live,C  ,2.0_norm   ,1,0
3152303,C,3,HEALTHY,Live,C  ,5.100_count,1,19
3152303,C,3,HEALTHY,Live,C  ,7.500_count,3,516
3152303,C,3,HEALTHY,Live,C  ,HEALTHY_OTH,22,145699
3152303,C,3,HEALTHY,Live,OTH,HEALTHY_OTH,2,4887
3152303,D,1,DEF    ,Live,D  ,11_count   ,5,16
3152303,D,1,HEALTHY,Live,D  ,2.0_norm   ,218,0
3152303,D,1,HEALTHY,PD  ,D  ,2.0_norm   ,2,0
3152303,D,1,HEALTHY,TD  ,D  ,2.0_norm   ,14,0
3152303,D,1,DEF    ,Live,D  ,25_count   ,2,35
3152303,D,1,HEALTHY,Live,D  ,3.0_adv    ,9,0
3152303,D,1,HEALTHY,TD  ,D  ,4.0_temp   ,4,0
3152303,D,1,HEALTHY,Live,D  ,5.11_count ,75,350
3152303,D,1,DEF    ,Live,D  ,50_count   ,2,65
3152303,D,1,HEALTHY,Live,D  ,7.25_count ,57,964
3152303,D,1,DEF    ,Live,D  ,DEF_OTH    ,139,39843
3152303,D,1,HEALTHY,DD  ,D  ,HEALTHY_OTH,1,9162
3152303,D,1,HEALTHY,Live,D  ,HEALTHY_OTH,4713,1658959
3152303,D,1,HEALTHY,PD  ,D  ,HEALTHY_OTH,2,696
3152303,D,1,HEALTHY,Live,OTH,HEALTHY_OTH,6,1675
3152303,D,1,HEALTHY,DD  ,D  ,,1,5804
3152303,D,1,HEALTHY,Live,D  ,,9,6552
3152303,D,3,HEALTHY,Live,D  ,,35,21646
3152303,I,3,HEALTHY,Live,I  ,2.0_norm   ,7,0
3152303,I,3,HEALTHY,TD  ,I  ,4.0_temp   ,2,0
3152303,I,3,HEALTHY,Live,I  ,5.100_count,26,1476
3152303,I,3,HEALTHY,Live,I  ,7.500_count,33,9930
3152303,I,3,HEALTHY,Live,I  ,HEALTHY_OTH,32,65726
3152303,I,3,HEALTHY,Live,OTH,HEALTHY_OTH,1,732
3152400,C,1,DEF    ,Live,C  ,11_count   ,3,5
3152400,C,1,HEALTHY,Live,C  ,2.0_norm   ,171,0
3152400,C,1,HEALTHY,TD  ,C  ,2.0_norm   ,1,0
3152400,C,1,HEALTHY,Live,OTH,2.0_norm   ,1,0
3152400,C,1,DEF    ,Live,C  ,25_count   ,2,36
3152400,C,1,HEALTHY,Live,C  ,3.0_adv    ,1,0
3152400,C,1,HEALTHY,DD  ,C  ,4.0_temp   ,1,0
3152400,C,1,HEALTHY,TD  ,C  ,4.0_temp   ,5,0
3152400,C,1,HEALTHY,Live,C  ,5.11_count ,62,349
3152400,C,1,DEF    ,Live,C  ,50_count   ,4,160
3152400,C,1,HEALTHY,Live,C  ,7.25_count ,63,1155
3152400,C,1,DEF    ,Live,C  ,DEF_OTH    ,27,6210
3152400,C,1,HEALTHY,Live,C  ,HEALTHY_OTH,874,283604
3152400,C,1,HEALTHY,TD  ,C  ,HEALTHY_OTH,4,1664
3152400,C,1,DEF    ,Live,C  ,,1,157
3152400,C,1,HEALTHY,Live,C  ,,2,260
3152400,C,1,HEALTHY,PD  ,C  ,,2,0
3152400,C,1,HEALTHY,TD  ,C  ,,2,2459
3152400,C,3,HEALTHY,Live,C  ,2.0_norm   ,2,0
3152400,C,3,HEALTHY,Live,C  ,5.100_count,2,55
3152400,C,3,HEALTHY,Live,C  ,7.500_count,2,458
3152400,C,3,HEALTHY,Live,C  ,HEALTHY_OTH,20,116376
3152400,D,1,DEF    ,Live,D  ,11_count   ,8,27
3152400,D,1,HEALTHY,Live,D  ,2.0_norm   ,364,0
3152400,D,1,HEALTHY,PD  ,D  ,2.0_norm   ,3,0
3152400,D,1,DEF    ,Live,D  ,25_count   ,2,43
3152400,D,1,HEALTHY,Live,D  ,3.0_adv    ,1,0
3152400,D,1,HEALTHY,DD  ,D  ,4.0_temp   ,1,0
3152400,D,1,HEALTHY,Live,D  ,4.0_temp   ,2,0
3152400,D,1,HEALTHY,TD  ,D  ,4.0_temp   ,9,0
3152400,D,1,HEALTHY,DD  ,D  ,5.11_count ,1,2
3152400,D,1,HEALTHY,Live,D  ,5.11_count ,132,593
3152400,D,1,DEF    ,Live,D  ,50_count   ,8,297
3152400,D,1,HEALTHY,Live,D  ,7.25_count ,99,1772
3152400,D,1,HEALTHY,TD  ,D  ,7.25_count ,1,17
3152400,D,1,DEF    ,Live,D  ,DEF_OTH    ,202,64975
3152400,D,1,HEALTHY,DD  ,D  ,HEALTHY_OTH,1,229
3152400,D,1,HEALTHY,Live,D  ,HEALTHY_OTH,7706,2735707
3152400,D,1,HEALTHY,TD  ,D  ,HEALTHY_OTH,11,1840
3152400,D,1,DEF    ,Live,D  ,,1,27
3152400,D,1,HEALTHY,Live,D  ,,7,12461
3152400,D,3,HEALTHY,Live,D  ,,16,13883
3152400,I,1,HEALTHY,Live,I  ,,4,3960
3152400,I,3,HEALTHY,Live,I  ,2.0_norm   ,6,0
3152400,I,3,HEALTHY,Live,I  ,5.100_count,18,1039
3152400,I,3,HEALTHY,Live,I  ,7.500_count,50,12939
3152400,I,3,HEALTHY,Live,I  ,HEALTHY_OTH,82,242447
3152400,I,3,DEF    ,Live,I  ,,1,3755
3152500,C,1,DEF    ,Live,C  ,11_count   ,4,17
3152500,C,1,HEALTHY,DD  ,C  ,11_count   ,1,0
3152500,C,1,HEALTHY,Live,C  ,2.0_norm   ,169,0
3152500,C,1,HEALTHY,TD  ,C  ,2.0_norm   ,4,0
3152500,C,1,HEALTHY,Live,OTH,2.0_norm   ,5,0
3152500,C,1,DEF    ,Live,C  ,25_count   ,3,53
3152500,C,1,HEALTHY,Live,C  ,3.0_adv    ,53,0
3152500,C,1,HEALTHY,DD  ,C  ,4.0_temp   ,13,0
3152500,C,1,HEALTHY,TD  ,C  ,4.0_temp   ,11,0
3152500,C,1,HEALTHY,Live,C  ,5.11_count ,67,294
3152500,C,1,DEF    ,Live,C  ,50_count   ,6,239
3152500,C,1,HEALTHY,Live,C  ,7.25_count ,65,1169
3152500,C,1,DEF    ,Live,C  ,DEF_OTH    ,33,10305
3152500,C,1,DEF    ,Live,OTH,DEF_OTH    ,3,1105
3152500,C,1,HEALTHY,DD  ,C  ,DEF_OTH    ,1,29598
3152500,C,1,HEALTHY,Live,C  ,HEALTHY_OTH,997,330723
3152500,C,1,HEALTHY,TD  ,C  ,HEALTHY_OTH,1,422
3152500,C,1,HEALTHY,Live,OTH,HEALTHY_OTH,5,7994
3152500,C,1,HEALTHY,DD  ,C  ,,1,0
3152500,C,1,HEALTHY,Live,C  ,,1,410
3152500,C,3,DEF    ,Live,C  ,100_count  ,1,14
3152500,C,3,HEALTHY,Live,C  ,2.0_norm   ,7,0
3152500,C,3,HEALTHY,PD  ,C  ,2.0_norm   ,1,0
3152500,C,3,DEF    ,Live,C  ,250_count  ,1,155
3152500,C,3,HEALTHY,Live,C  ,3.0_adv    ,1,0
3152500,C,3,HEALTHY,DD  ,C  ,4.0_temp   ,1,0
3152500,C,3,HEALTHY,TD  ,C  ,4.0_temp   ,1,0
3152500,C,3,HEALTHY,Live,C  ,5.100_count,8,329.5
3152500,C,3,DEF    ,Live,C  ,500_count  ,1,440
3152500,C,3,HEALTHY,Live,C  ,7.500_count,22,6449
3152500,C,3,HEALTHY,Live,OTH,7.500_count,1,442
3152500,C,3,HEALTHY,Live,C  ,HEALTHY_OTH,123,673476
3152500,C,3,HEALTHY,Live,OTH,HEALTHY_OTH,7,26773
3152500,C,3,DEF    ,Live,C  ,,4,24181
3152500,C,3,DEF    ,Live,OTH,,1,545
3152500,D,1,DEF    ,Live,D  ,11_count   ,4,23
3152500,D,1,HEALTHY,DD  ,D  ,2.0_norm   ,2,0
3152500,D,1,HEALTHY,Live,D  ,2.0_norm   ,250,0
3152500,D,1,HEALTHY,PD  ,D  ,2.0_norm   ,1,0
3152500,D,1,HEALTHY,TD  ,D  ,2.0_norm   ,5,0
3152500,D,1,DEF    ,Live,D  ,25_count   ,6,110
3152500,D,1,HEALTHY,Live,D  ,3.0_adv    ,109,0
3152500,D,1,HEALTHY,DD  ,D  ,4.0_temp   ,4,0
3152500,D,1,HEALTHY,TD  ,D  ,4.0_temp   ,9,0
3152500,D,1,HEALTHY,Live,D  ,5.11_count ,120,513
3152500,D,1,DEF    ,Live,D  ,50_count   ,10,390
3152500,D,1,HEALTHY,Live,D  ,7.25_count ,84,1471
3152500,D,1,HEALTHY,TD  ,D  ,7.25_count ,1,22
3152500,D,1,DEF    ,Live,D  ,DEF_OTH    ,173,57086
3152500,D,1,HEALTHY,Live,D  ,DEF_OTH    ,1,6534
3152500,D,1,HEALTHY,Live,D  ,HEALTHY_OTH,4854,1942234
3152500,D,1,HEALTHY,PD  ,D  ,HEALTHY_OTH,12,2990.2
3152500,D,1,HEALTHY,TD  ,D  ,HEALTHY_OTH,3,5469
3152500,D,1,HEALTHY,Live,D  ,,9,15106
3152500,D,1,HEALTHY,PD  ,D  ,,1,0
3152500,D,3,DEF    ,Live,D  ,,8,7620
3152500,D,3,HEALTHY,Live,D  ,,61,72340
3152500,I,3,HEALTHY,DD  ,I  ,2.0_norm   ,1,0
3152500,I,3,HEALTHY,Live,I  ,3.0_adv    ,5,0
3152500,I,3,HEALTHY,PD  ,I  ,3.0_adv    ,1,0
3152500,I,3,HEALTHY,Live,I  ,5.100_count,17,828
3152500,I,3,HEALTHY,Live,I  ,7.500_count,41,10079
3152500,I,3,HEALTHY,Live,I  ,HEALTHY_OTH,25,30084
3153101,C,1,DEF    ,Live,C  ,11_count   ,12,56
3153101,C,1,DEF    ,PD  ,C  ,11_count   ,3,0
3153101,C,1,HEALTHY,DD  ,C  ,2.0_norm   ,8,0
3153101,C,1,HEALTHY,Live,C  ,2.0_norm   ,99,0
3153101,C,1,HEALTHY,PD  ,C  ,2.0_norm   ,3,0
3153101,C,1,HEALTHY,TD  ,C  ,2.0_norm   ,21,0
3153101,C,1,DEF    ,Live,C  ,25_count   ,15,269
3153101,C,1,HEALTHY,Live,C  ,3.0_adv    ,141,0
3153101,C,1,HEALTHY,Live,OTH,3.0_adv    ,1,0
3153101,C,1,HEALTHY,DD  ,C  ,4.0_temp   ,5,0
3153101,C,1,HEALTHY,Live,C  ,4.0_temp   ,4,0
3153101,C,1,HEALTHY,PD  ,C  ,4.0_temp   ,1,0
3153101,C,1,HEALTHY,TD  ,C  ,4.0_temp   ,56,0
3153101,C,1,HEALTHY,Live,C  ,5.11_count ,114,594.4
3153101,C,1,HEALTHY,PD  ,C  ,5.11_count ,3,19
3153101,C,1,HEALTHY,TD  ,C  ,5.11_count ,3,20
3153101,C,1,DEF    ,Live,C  ,50_count   ,24,867
3153101,C,1,HEALTHY,Live,C  ,7.25_count ,185,3339
